Sample	Name	Time Desc	Time	Time Unit	Donor	CNhs	Time Course	Time Course Id	Species	Series
3973-173A5	macrophage, TB infection, non-stimulated BMDM, with Mtb	 036hr(012h after stimulation)	2160	mins	 biol_rep4	CNhs14348	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3608-170D6	macrophage, TB infection, non-stimulated BMDM, with Mtb	 036hr(012h after stimulation)	2160	mins	 biol_rep1	CNhs11508	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3680-171D6	macrophage, TB infection, non-stimulated BMDM, with Mtb	 036hr(012h after stimulation)	2160	mins	 biol_rep2	CNhs11583	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
12648-134H2	Aortic smooth muscle cell response to FGF2	 03hr	180	mins	biol_rep1	CNhs13345	AoSMC response to FGF2	AoSMC_response_to_FGF2	Human	Early response
12746-136A1	Aortic smooth muscle cell response to FGF2	 03hr	180	mins	biol_rep2	CNhs13364	AoSMC response to FGF2	AoSMC_response_to_FGF2	Human	Early response
12844-137B9	Aortic smooth muscle cell response to FGF2	 03hr	180	mins	biol_rep3	CNhs13573	AoSMC response to FGF2	AoSMC_response_to_FGF2	Human	Early response
12658-134I3	Aortic smooth muscle cell response to IL1b	 03hr	180	mins	biol_rep1 (LK49)	CNhs13355	AoSMC response to IL1b	AoSMC_response_to_IL1b	Human	Early response
12756-136B2	Aortic smooth muscle cell response to IL1b	 03hr	180	mins	biol_rep2 (LK50)	CNhs13375	AoSMC response to IL1b	AoSMC_response_to_IL1b	Human	Early response
12312-130F8	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 03hr	180	mins	 biol_rep1 (003hA1)	CNhs13118	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12434-132B4	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 03hr	180	mins	 biol_rep2 (003hA2)	CNhs13248	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12556-133F9	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 03hr	180	mins	 biol_rep3 (003hA3)	CNhs13297	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12327-130H5	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 03hr	180	mins	 biol_rep1 (003hB1)	CNhs13134	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12449-132D1	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 03hr	180	mins	 biol_rep2 (003hB2)	CNhs13263	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12571-133H6	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 03hr	180	mins	 biol_rep3 (003hB3)	CNhs13312	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12671-135A7	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 03hr	180	mins	 biol_rep1 (A1 T9)	CNhs12390	Saos calcification	Saos_calcification	Human	Early response
12769-136C6	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 03hr	180	mins	 biol_rep2 (A2 T9)	CNhs12869	Saos calcification	Saos_calcification	Human	Early response
12867-137E5	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 03hr	180	mins	 biol_rep3 (A3 T9)	CNhs12883	Saos calcification	Saos_calcification	Human	Early response
13652-147B7	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 03hr00min	180	mins	 biol_rep1	CNhs14491	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13653-147B8	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 03hr00min	180	mins	 biol_rep2	CNhs14492	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13654-147B9	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 03hr00min	180	mins	 biol_rep3	CNhs14493	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13072-140A3	J2E erythroblastic leukemia response to erythropoietin	 03hr00min	180	mins	 biol_rep1	CNhs12450	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
13138-140H6	J2E erythroblastic leukemia response to erythropoietin	 03hr00min	180	mins	 biol_rep2	CNhs12677	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
13204-141F9	J2E erythroblastic leukemia response to erythropoietin	 03hr00min	180	mins	 biol_rep3	CNhs12779	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
12269-130B1	Lymphatic Endothelial cells response to VEGFC	 03hr00min	180	mins	 biol_rep1 (MM XIX - 10)	CNhs13108	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12391-131F6	Lymphatic Endothelial cells response to VEGFC	 03hr00min	180	mins	 biol_rep2 (MM XIV - 10)	CNhs13166	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12513-133B2	Lymphatic Endothelial cells response to VEGFC	 03hr00min	180	mins	 biol_rep3 (MM XXII - 10)	CNhs13285	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12707-135E7	Monocyte-derived macrophages response to LPS	 03hr00min	180	mins	 donor1 (t10 Subject1)	CNhs12924	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12805-136G6	Monocyte-derived macrophages response to LPS	 03hr00min	180	mins	 donor2 (t10 Subject2)	CNhs13388	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12903-137I5	Monocyte-derived macrophages response to LPS	 03hr00min	180	mins	 donor3 (t10 Subject3)	CNhs13183	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
13040-139F7	MCF7 breast cancer cell line response to EGF1	 03hr00min	180	mins	 biol_rep1	CNhs12428	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13106-140E1	MCF7 breast cancer cell line response to EGF1	 03hr00min	180	mins	 biol_rep2	CNhs12485	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13172-141C4	MCF7 breast cancer cell line response to EGF1	 03hr00min	180	mins	 biol_rep3	CNhs12747	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13056-139H5	MCF7 breast cancer cell line response to HRG	 03hr00min	180	mins	 biol_rep1	CNhs12443	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13122-140F8	MCF7 breast cancer cell line response to HRG	 03hr00min	180	mins	 biol_rep2	CNhs12660	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13188-141E2	MCF7 breast cancer cell line response to HRG	 03hr00min	180	mins	 biol_rep3	CNhs12762	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13256-142C7	mesenchymal stem cells (adipose derived), adipogenic induction	 03hr00min	180	mins	 biol_rep1	CNhs13609	MSC to adipocyte (human)	MSC_to_adipocyte_(human)	Human	Early response
13258-142C9	mesenchymal stem cells (adipose derived), adipogenic induction	 03hr00min	180	mins	 biol_rep3	CNhs13611	MSC to adipocyte (human)	MSC_to_adipocyte_(human)	Human	Early response
13655-147C1	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 03hr30min	210	mins	 biol_rep1	CNhs14494	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13656-147C2	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 03hr30min	210	mins	 biol_rep2	CNhs14495	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13657-147C3	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 03hr30min	210	mins	 biol_rep3	CNhs14496	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13073-140A4	J2E erythroblastic leukemia response to erythropoietin	 03hr30min	210	mins	 biol_rep1	CNhs12451	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
13139-140H7	J2E erythroblastic leukemia response to erythropoietin	 03hr30min	210	mins	 biol_rep2	CNhs12678	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
13205-141G1	J2E erythroblastic leukemia response to erythropoietin	 03hr30min	210	mins	 biol_rep3	CNhs12780	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
12270-130B2	Lymphatic Endothelial cells response to VEGFC	 03hr30min	210	mins	 biol_rep1 (MM XIX - 11)	CNhs13109	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12392-131F7	Lymphatic Endothelial cells response to VEGFC	 03hr30min	210	mins	 biol_rep2 (MM XIV - 11)	CNhs13168	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12514-133B3	Lymphatic Endothelial cells response to VEGFC	 03hr30min	210	mins	 biol_rep3 (MM XXII - 11)	CNhs13286	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12806-136G7	Monocyte-derived macrophages response to LPS	 03hr30min	210	mins	 donor2 (t11 Subject2)	CNhs13389	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12904-137I6	Monocyte-derived macrophages response to LPS	 03hr30min	210	mins	 donor3 (t11 Subject3)	CNhs13184	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
13041-139F8	MCF7 breast cancer cell line response to EGF1	 03hr30min	210	mins	 biol_rep1	CNhs12429	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13107-140E2	MCF7 breast cancer cell line response to EGF1	 03hr30min	210	mins	 biol_rep2	CNhs12486	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13173-141C5	MCF7 breast cancer cell line response to EGF1	 03hr30min	210	mins	 biol_rep3	CNhs12748	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13057-139H6	MCF7 breast cancer cell line response to HRG	 03hr30min	210	mins	 biol_rep1	CNhs12444	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13123-140F9	MCF7 breast cancer cell line response to HRG	 03hr30min	210	mins	 biol_rep2	CNhs12662	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13189-141E3	MCF7 breast cancer cell line response to HRG	 03hr30min	210	mins	 biol_rep3	CNhs12763	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13394-144A1	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 042hr	2520	mins	 biol_rep1	CNhs13765	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13395-144A2	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 042hr	2520	mins	 biol_rep2	CNhs13766	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13396-144A3	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 042hr	2520	mins	 biol_rep3	CNhs13767	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
3574-170F2	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 048hr	2880	mins	 biol_rep1	CNhs11471	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3646-171F2	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 048hr	2880	mins	 biol_rep2	CNhs11549	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3721-172I2	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 048hr	2880	mins	 biol_rep3	CNhs14303	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3584-170G3	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 048hr	2880	mins	 biol_rep1	CNhs11481	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3656-171G3	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 048hr	2880	mins	 biol_rep2	CNhs11559	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3731-172A4	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 048hr	2880	mins	 biol_rep3	CNhs14307	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3604-170I5	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 048hr	2880	mins	 biol_rep1	CNhs11504	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3676-171I5	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 048hr	2880	mins	 biol_rep2	CNhs11579	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3751-172C6	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 048hr	2880	mins	 biol_rep3	CNhs14265	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3594-170H4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 048hr	2880	mins	 biol_rep1	CNhs11491	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3666-171H4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 048hr	2880	mins	 biol_rep2	CNhs11569	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3741-172B5	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 048hr	2880	mins	 biol_rep3	CNhs14256	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3564-170E1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 048hr	2880	mins	 biol_rep1	CNhs11461	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3636-171E1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 048hr	2880	mins	 biol_rep2	CNhs11536	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3711-172H1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 048hr	2880	mins	 biol_rep3	CNhs14299	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
13397-144A4	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 048hr	2880	mins	 biol_rep1	CNhs13768	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13398-144A5	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 048hr	2880	mins	 biol_rep2	CNhs13769	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13399-144A6	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 048hr	2880	mins	 biol_rep3	CNhs13770	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
3614-170A7	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 048hr(024h after stimulation)	2880	mins	 biol_rep1	CNhs11514	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3686-171A7	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 048hr(024h after stimulation)	2880	mins	 biol_rep2	CNhs11614	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3979-173G5	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 048hr(024h after stimulation)	2880	mins	 biol_rep4	CNhs14354	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3619-170F7	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 048hr(024h after stimulation)	2880	mins	 biol_rep1	CNhs11519	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3691-171F7	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 048hr(024h after stimulation)	2880	mins	 biol_rep2	CNhs11619	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3629-170G8	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 048hr(024h after stimulation)	2880	mins	 biol_rep1	CNhs11529	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3701-171G8	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 048hr(024h after stimulation)	2880	mins	 biol_rep2	CNhs11629	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3994-173D7	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 048hr(024h after stimulation)	2880	mins	 biol_rep4	CNhs14369	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3624-170B8	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 048hr(024h after stimulation)	2880	mins	 biol_rep1	CNhs11524	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3696-171B8	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 048hr(024h after stimulation)	2880	mins	 biol_rep2	CNhs11624	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3989-173H6	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 048hr(024h after stimulation)	2880	mins	 biol_rep4	CNhs14364	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3974-173B5	macrophage, TB infection, non-stimulated BMDM, with Mtb	 048hr(024h after stimulation)	2880	mins	 biol_rep4	CNhs14349	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3609-170E6	macrophage, TB infection, non-stimulated BMDM, with Mtb	 048hr(024h after stimulation)	2880	mins	 biol_rep1	CNhs11509	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3681-171E6	macrophage, TB infection, non-stimulated BMDM, with Mtb	 048hr(024h after stimulation)	2880	mins	 biol_rep2	CNhs11584	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
12659-134I4	Aortic smooth muscle cell response to IL1b	 04hr	240	mins	biol_rep1 (LK52)	CNhs13682	AoSMC response to IL1b	AoSMC_response_to_IL1b	Human	Early response
12757-136B3	Aortic smooth muscle cell response to IL1b	 04hr	240	mins	biol_rep2 (LK53)	CNhs13376	AoSMC response to IL1b	AoSMC_response_to_IL1b	Human	Early response
12855-137D2	Aortic smooth muscle cell response to IL1b	 04hr	240	mins	biol_rep3 (LK54)	CNhs13584	AoSMC response to IL1b	AoSMC_response_to_IL1b	Human	Early response
13074-140A5	J2E erythroblastic leukemia response to erythropoietin	 04hr	240	mins	 biol_rep1	CNhs12452	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
13140-140H8	J2E erythroblastic leukemia response to erythropoietin	 04hr	240	mins	 biol_rep2	CNhs12679	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
13206-141G2	J2E erythroblastic leukemia response to erythropoietin	 04hr	240	mins	 biol_rep3	CNhs12781	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
12271-130B3	Lymphatic Endothelial cells response to VEGFC	 04hr	240	mins	 biol_rep1 (MM XIX - 12)	CNhs13110	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12393-131F8	Lymphatic Endothelial cells response to VEGFC	 04hr	240	mins	 biol_rep2 (MM XIV - 12)	CNhs13169	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12515-133B4	Lymphatic Endothelial cells response to VEGFC	 04hr	240	mins	 biol_rep3 (MM XXII - 12)	CNhs13287	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12807-136G8	Monocyte-derived macrophages response to LPS	 04hr	240	mins	 donor2 (t12 Subject2)	CNhs13391	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12905-137I7	Monocyte-derived macrophages response to LPS	 04hr	240	mins	 donor3 (t12 Subject3)	CNhs13185	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
13042-139F9	MCF7 breast cancer cell line response to EGF1	 04hr	240	mins	 biol_rep1	CNhs12430	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13108-140E3	MCF7 breast cancer cell line response to EGF1	 04hr	240	mins	 biol_rep2	CNhs12487	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13174-141C6	MCF7 breast cancer cell line response to EGF1	 04hr	240	mins	 biol_rep3	CNhs12749	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13058-139H7	MCF7 breast cancer cell line response to HRG	 04hr	240	mins	 biol_rep1	CNhs12445	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13124-140G1	MCF7 breast cancer cell line response to HRG	 04hr	240	mins	 biol_rep2	CNhs12663	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13190-141E4	MCF7 breast cancer cell line response to HRG	 04hr	240	mins	 biol_rep3	CNhs12764	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
